<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RI.RTSI,1,20180103,13:16:00,1171.0000000,1171.0100000,1170.3600000,1170.7400000,567155
RI.RTSI,1,20180103,13:17:00,1170.7400000,1171.0100000,1170.7400000,1170.9600000,280497
RI.RTSI,1,20180103,13:18:00,1170.9600000,1171.2000000,1170.9000000,1171.1400000,251941
RI.RTSI,1,20180103,13:19:00,1171.1400000,1171.1400000,1170.7100000,1170.8800000,167827
RI.RTSI,1,20180103,13:20:00,1170.9000000,1171.0100000,1170.8600000,1170.9200000,221289
RI.RTSI,1,20180103,13:21:00,1170.9300000,1170.9900000,1170.4900000,1170.9400000,1213253
RI.RTSI,1,20180103,13:22:00,1170.9400000,1171.0000000,1170.8100000,1170.9400000,226063
RI.RTSI,1,20180103,13:23:00,1170.9400000,1171.0200000,1170.7600000,1170.8700000,399691
RI.RTSI,1,20180103,13:24:00,1170.8700000,1171.0700000,1170.8600000,1171.0500000,138871
RI.RTSI,1,20180103,13:25:00,1171.0500000,1171.3200000,1171.0500000,1171.2300000,197989
RI.RTSI,1,20180103,13:26:00,1171.2300000,1171.3600000,1171.1600000,1171.3300000,223779
RI.RTSI,1,20180103,13:27:00,1171.3300000,1171.4000000,1171.1900000,1171.3200000,462664
RI.RTSI,1,20180103,13:28:00,1171.3200000,1171.3600000,1170.7700000,1171.0600000,466615
RI.RTSI,1,20180103,13:29:00,1171.0600000,1171.1100000,1170.9700000,1171.1000000,160419
RI.RTSI,1,20180103,13:30:00,1171.0900000,1171.0900000,1170.3900000,1170.4500000,583655
RI.RTSI,1,20180103,13:31:00,1170.4500000,1170.6600000,1170.3500000,1170.6200000,299162
RI.RTSI,1,20180103,13:32:00,1170.6100000,1170.6200000,1170.3300000,1170.4900000,331848
RI.RTSI,1,20180103,13:33:00,1170.4900000,1170.9300000,1170.4900000,1170.9300000,239469
RI.RTSI,1,20180103,13:34:00,1170.9400000,1170.9400000,1170.4600000,1170.5600000,220538
RI.RTSI,1,20180103,13:35:00,1170.5600000,1170.7500000,1170.5600000,1170.6800000,109634
RI.RTSI,1,20180103,13:36:00,1170.6900000,1170.9100000,1170.6900000,1170.8700000,371903
RI.RTSI,1,20180103,13:37:00,1170.8700000,1170.9200000,1170.4400000,1170.4400000,330004
RI.RTSI,1,20180103,13:38:00,1170.4400000,1170.5400000,1170.2500000,1170.2600000,482877
RI.RTSI,1,20180103,13:39:00,1170.2700000,1170.3200000,1170.1800000,1170.2300000,543866
RI.RTSI,1,20180103,13:40:00,1169.9400000,1170.2800000,1169.8500000,1170.1500000,1120563
RI.RTSI,1,20180103,13:41:00,1170.1400000,1170.5200000,1170.1300000,1170.5200000,395427
RI.RTSI,1,20180103,13:42:00,1170.5200000,1170.6400000,1170.5000000,1170.5500000,1526417
RI.RTSI,1,20180103,13:43:00,1170.5500000,1170.5700000,1170.3500000,1170.4000000,887254
RI.RTSI,1,20180103,13:44:00,1170.4000000,1170.4200000,1170.2700000,1170.2700000,299437
RI.RTSI,1,20180103,13:45:00,1170.2700000,1170.3300000,1170.2600000,1170.3100000,172633
RI.RTSI,1,20180103,13:46:00,1170.3100000,1170.7100000,1170.1500000,1170.7100000,1074714
RI.RTSI,1,20180103,13:47:00,1170.7100000,1170.8100000,1170.4600000,1170.4600000,401214
RI.RTSI,1,20180103,13:48:00,1170.4500000,1170.7500000,1170.4500000,1170.7500000,311455
RI.RTSI,1,20180103,13:49:00,1170.7500000,1170.8500000,1170.6700000,1170.8400000,109177
RI.RTSI,1,20180103,13:50:00,1170.8400000,1170.8400000,1170.6500000,1170.6900000,166992
RI.RTSI,1,20180103,13:51:00,1170.6900000,1170.9000000,1170.6700000,1170.8800000,1058091
RI.RTSI,1,20180103,13:52:00,1170.8600000,1170.8600000,1170.6800000,1170.6900000,237995
RI.RTSI,1,20180103,13:53:00,1170.6900000,1170.7800000,1170.6100000,1170.7100000,613137
RI.RTSI,1,20180103,13:54:00,1170.7100000,1170.9500000,1170.5200000,1170.5800000,2121207
RI.RTSI,1,20180103,13:55:00,1170.5800000,1170.7400000,1170.4300000,1170.4900000,712581
RI.RTSI,1,20180103,13:56:00,1170.4700000,1170.5700000,1170.3000000,1170.4000000,375984
RI.RTSI,1,20180103,13:57:00,1170.3800000,1170.6500000,1170.3800000,1170.6500000,288391
RI.RTSI,1,20180103,13:58:00,1170.6600000,1170.6700000,1170.5900000,1170.6700000,116814
RI.RTSI,1,20180103,13:59:00,1170.6400000,1170.6600000,1170.3000000,1170.3100000,305941
RI.RTSI,1,20180103,14:00:00,1170.3600000,1170.5300000,1170.3600000,1170.5300000,230404
RI.RTSI,1,20180103,14:01:00,1170.5300000,1170.7600000,1170.4900000,1170.7600000,831514
RI.RTSI,1,20180103,14:02:00,1170.7600000,1171.9700000,1170.7100000,1171.9700000,441624
RI.RTSI,1,20180103,14:03:00,1172.0000000,1172.9500000,1172.0000000,1172.8600000,232692
RI.RTSI,1,20180103,14:04:00,1172.8500000,1172.9100000,1172.7800000,1172.7800000,244270
